ID,Prob1
26847, 0.81
26848, 0.47
26849, 0.19
26850, 0.10
26851, 0.18
26852, 0.99
26853, 0.10
26854, 0.92
26855, 1.00
26856, 0.20
26857, 0.82
26858, 0.35
26859, 0.70
26860, 0.79
26861, 0.70
26862, 0.17
26863, 0.68
26864, 0.95
26865, 0.16
26866, 0.60
26867, 0.40
26868, 0.86
26869, 0.83
26870, 0.92
26871, 0.70
26872, 0.23
26873, 0.94
26874, 0.15
26875, 0.80
26876, 0.53
26877, 0.77
26878, 0.67
26879, 0.65
26880, 0.05
26881, 0.04
26882, 0.76
26883, 0.31
26884, 0.04
26885, 0.23
26886, 0.82
26887, 0.97
26888, 1.00
26889, 0.86
26890, 0.58
26891, 0.43
26892, 0.98
26893, 0.82
26894, 0.26
26895, 0.91
26896, 0.00
26897, 0.07
26898, 0.01
26899, 0.21
26900, 0.57
26901, 0.63
26902, 0.10
26903, 0.35
26904, 0.11
26905, 0.16
26906, 0.41
26907, 0.47
26908, 0.35
26909, 0.05
26910, 0.15
26911, 0.35
26912, 0.97
26913, 0.59
26914, 0.01
26915, 0.53
26916, 0.68
26917, 0.81
26918, 0.34
26919, 0.51
26920, 0.40
26921, 0.25
26922, 0.42
26923, 0.33
26924, 0.78
26925, 0.01
26926, 0.76
26927, 0.59
26928, 0.13
26929, 0.16
26930, 0.88
26931, 0.54
26932, 0.30
26933, 0.86
26934, 0.07
26935, 0.26
26936, 0.42
26937, 0.12
26938, 0.56
26939, 0.54
26940, 0.12
26941, 0.96
26942, 0.15
26943, 0.40
26944, 0.87
26945, 0.29
26946, 0.63
26947, 0.72
26948, 0.60
26949, 0.65
26950, 0.01
26951, 0.13
26952, 0.24
26953, 0.79
26954, 0.37
26955, 0.40
26956, 0.84
26957, 0.87
26958, 0.98
26959, 0.68
26960, 0.72
26961, 0.87
26962, 0.78
26963, 0.80
26964, 0.32
26965, 0.58
26966, 1.00
26967, 0.81
26968, 0.23
26969, 0.77
26970, 0.27
26971, 0.02
26972, 0.29
26973, 0.13
26974, 0.20
26975, 0.98
26976, 0.37
26977, 0.93
26978, 0.95
26979, 0.99
26980, 0.07
26981, 0.77
26982, 0.05
26983, 0.14
26984, 0.83
26985, 0.77
26986, 0.12
26987, 0.46
26988, 0.13
26989, 0.89
26990, 0.58
26991, 0.59
26992, 0.05
26993, 0.75
26994, 0.85
26995, 0.77
26996, 0.77
26997, 0.68
26998, 0.59
26999, 0.34
27000, 0.51
27001, 0.56
27002, 0.78
27003, 0.91
27004, 0.01
27005, 0.26
27006, 0.07
27007, 0.58
27008, 0.73
27009, 0.33
27010, 0.57
27011, 0.05
27012, 0.87
27013, 0.27
27014, 0.44
27015, 0.78
27016, 0.28
27017, 0.34
27018, 0.61
27019, 0.54
27020, 0.51
27021, 0.39
27022, 0.49
27023, 0.82
27024, 0.11
27025, 0.77
27026, 0.74
27027, 0.79
27028, 0.89
27029, 0.03
27030, 0.23
27031, 0.22
27032, 0.60
27033, 0.05
27034, 0.19
27035, 0.09
27036, 0.99
27037, 0.25
27038, 0.98
27039, 0.13
27040, 0.95
27041, 0.52
27042, 0.62
27043, 0.79
27044, 0.39
27045, 0.32
27046, 0.16
27047, 0.49
27048, 0.50
27049, 0.53
27050, 0.19
27051, 0.22
27052, 0.28
27053, 0.92
27054, 0.99
27055, 0.50
27056, 0.25
27057, 0.32
27058, 0.12
27059, 0.87
27060, 0.36
27061, 0.43
27062, 0.80
27063, 0.34
27064, 0.29
27065, 0.09
27066, 0.17
27067, 0.21
27068, 0.41
27069, 0.04
27070, 0.50
27071, 0.89
27072, 0.78
27073, 0.37
27074, 0.87
27075, 0.48
27076, 0.72
27077, 0.46
27078, 0.46
27079, 0.07
27080, 0.33
27081, 0.59
27082, 0.02
27083, 0.71
27084, 0.10
27085, 0.13
27086, 0.92
27087, 0.25
27088, 0.09
27089, 0.60
27090, 0.78
27091, 0.94
27092, 0.52
27093, 0.46
27094, 0.68
27095, 0.30
27096, 0.40
27097, 0.28
27098, 0.15
27099, 0.81
27100, 0.80
27101, 0.21
27102, 0.91
27103, 0.86
27104, 0.96
27105, 0.18
27106, 0.58
27107, 0.69
27108, 0.89
27109, 0.52
27110, 0.64
27111, 0.75
27112, 0.17
27113, 0.88
27114, 0.55
27115, 0.65
27116, 0.46
27117, 0.88
27118, 0.38
27119, 0.98
27120, 0.95
27121, 0.16
27122, 0.84
27123, 0.80
27124, 0.13
27125, 0.79
27126, 0.03
27127, 0.81
27128, 0.26
27129, 0.88
27130, 0.71
27131, 0.11
27132, 0.65
27133, 0.86
27134, 0.05
27135, 0.32
27136, 0.41
27137, 0.61
27138, 0.44
27139, 0.17
27140, 0.11
27141, 0.84
27142, 0.73
27143, 0.12
27144, 0.88
27145, 0.31
27146, 0.68
27147, 0.11
27148, 0.46
27149, 0.62
27150, 0.95
27151, 0.16
27152, 0.03
27153, 0.18
27154, 0.07
27155, 0.97
27156, 0.57
27157, 0.88
27158, 0.63
27159, 0.64
27160, 0.60
27161, 0.20
27162, 0.32
27163, 0.72
27164, 0.44
27165, 0.72
27166, 0.71
27167, 0.81
27168, 0.80
27169, 0.13
27170, 0.28
27171, 0.96
27172, 0.12
27173, 0.76
27174, 0.29
27175, 1.00
27176, 0.48
27177, 0.94
27178, 0.99
27179, 0.90
27180, 0.09
27181, 0.13
27182, 0.30
27183, 0.49
27184, 0.69
27185, 0.71
27186, 0.92
27187, 0.46
27188, 0.34
27189, 0.47
27190, 0.65
27191, 0.08
27192, 0.29
27193, 0.16
27194, 0.48
27195, 0.86
27196, 0.61
27197, 0.98
27198, 0.08
27199, 0.33
27200, 0.68
27201, 0.21
27202, 0.65
27203, 1.00
27204, 0.95
27205, 0.30
27206, 0.08
27207, 0.27
27208, 0.25
27209, 0.74
27210, 0.81
27211, 0.90
27212, 0.96
27213, 0.87
27214, 0.18
27215, 0.79
27216, 0.40
27217, 0.71
27218, 0.97
27219, 0.60
27220, 0.24
27221, 0.54
27222, 0.37
27223, 0.92
27224, 0.91
27225, 0.14
27226, 0.87
27227, 0.37
27228, 0.92
27229, 0.28
27230, 0.74
27231, 0.65
27232, 0.37
27233, 0.32
27234, 0.68
27235, 0.85
27236, 0.46
27237, 0.58
27238, 0.26
27239, 0.37
27240, 0.14
27241, 0.92
27242, 0.21
27243, 0.31
27244, 0.98
27245, 0.87
27246, 0.41
27247, 0.61
27248, 0.75
27249, 0.57
27250, 0.90
27251, 0.57
27252, 0.89
27253, 0.55
27254, 0.53
27255, 0.28
27256, 0.85
27257, 0.30
27258, 0.48
27259, 0.02
27260, 0.91
27261, 0.15
27262, 0.18
27263, 0.58
27264, 0.68
27265, 0.01
27266, 0.46
27267, 0.15
27268, 0.49
27269, 0.29
27270, 0.88
27271, 0.92
27272, 0.47
27273, 0.35
27274, 0.06
27275, 0.53
27276, 0.34
27277, 0.65
27278, 0.35
27279, 0.86
27280, 0.31
27281, 0.76
27282, 0.44
27283, 0.34
27284, 0.40
27285, 0.66
27286, 0.43
27287, 0.48
27288, 0.21
27289, 0.92
27290, 0.20
27291, 0.16
27292, 0.64
27293, 0.37
27294, 0.46
27295, 0.97
27296, 0.96
27297, 0.45
27298, 0.09
27299, 0.15
27300, 0.63
27301, 0.50
27302, 0.39
27303, 0.50
27304, 0.48
27305, 0.23
27306, 0.09
27307, 0.88
27308, 0.24
27309, 0.73
27310, 0.03
27311, 0.05
27312, 0.01
27313, 0.60
27314, 0.52
27315, 0.93
27316, 0.92
27317, 0.96
27318, 0.88
27319, 0.21
27320, 0.69
27321, 0.53
27322, 0.69
27323, 0.10
27324, 0.49
27325, 0.39
27326, 0.09
27327, 0.23
27328, 0.35
27329, 0.83
27330, 0.79
27331, 0.61
27332, 0.05
27333, 0.23
27334, 0.77
27335, 0.72
27336, 0.70
27337, 0.79
27338, 0.39
27339, 0.36
27340, 0.37
27341, 0.11
27342, 0.53
27343, 0.54
27344, 0.40
27345, 0.91
27346, 0.25
27347, 0.68
27348, 0.69
27349, 1.00
27350, 0.28
27351, 0.65
27352, 0.73
27353, 0.91
27354, 0.28
27355, 0.96
27356, 0.91
27357, 0.35
27358, 0.54
27359, 0.88
27360, 0.58
27361, 0.44
27362, 0.03
27363, 0.80
27364, 0.04
27365, 0.60
27366, 0.97
27367, 0.16
27368, 0.25
27369, 0.34
27370, 0.83
27371, 0.49
27372, 0.60
27373, 0.92
27374, 0.72
27375, 0.87
27376, 0.74
27377, 0.38
27378, 0.85
27379, 0.84
27380, 0.16
27381, 0.03
27382, 0.40
27383, 0.90
27384, 0.40
27385, 0.25
27386, 0.43
27387, 0.73
27388, 0.89
27389, 0.60
27390, 0.42
27391, 0.56
27392, 0.26
27393, 0.20
27394, 0.58
27395, 0.52
27396, 0.37
27397, 0.34
27398, 0.90
27399, 0.27
27400, 0.55
27401, 0.39
27402, 0.03
27403, 0.70
27404, 0.85
27405, 0.54
27406, 0.20
27407, 0.93
27408, 0.38
27409, 0.81
27410, 0.19
27411, 0.33
27412, 0.50
27413, 0.18
27414, 0.59
27415, 0.21
27416, 0.42
27417, 0.10
27418, 0.56
27419, 0.07
27420, 0.66
27421, 0.71
27422, 0.60
27423, 0.83
27424, 0.91
27425, 0.36
27426, 0.82
27427, 0.74
27428, 0.67
27429, 0.71
27430, 0.51
27431, 0.16
27432, 0.16
27433, 0.42
27434, 0.36
27435, 0.27
27436, 0.13
27437, 0.51
27438, 0.57
27439, 0.75
27440, 0.97
27441, 0.64
27442, 0.16
27443, 0.11
27444, 0.65
27445, 0.66
27446, 0.82
27447, 0.61
27448, 0.46
27449, 0.36
27450, 0.23
27451, 0.37
27452, 0.80
27453, 0.57
27454, 0.31
27455, 0.02
27456, 0.74
27457, 0.56
27458, 0.48
27459, 0.88
27460, 0.80
27461, 0.46
27462, 0.99
27463, 0.31
27464, 0.45
27465, 0.88
27466, 0.63
27467, 0.39
27468, 0.42
27469, 0.67
27470, 0.53
27471, 0.07
27472, 0.21
27473, 0.42
27474, 0.54
27475, 0.87
27476, 0.11
27477, 0.57
27478, 0.86
27479, 0.00
27480, 0.58
27481, 0.33
27482, 0.03
27483, 0.79
27484, 0.20
27485, 0.58
27486, 0.43
27487, 0.35
27488, 0.87
27489, 0.96
27490, 0.91
27491, 0.90
27492, 0.34
27493, 0.98
27494, 0.74
27495, 0.85
27496, 0.40
27497, 0.60
27498, 0.87
27499, 0.69
27500, 0.55
27501, 0.82
27502, 0.55
27503, 0.15
27504, 0.47
27505, 0.16
27506, 0.83
27507, 0.99
27508, 0.30
27509, 0.67
27510, 0.80
27511, 0.80
27512, 0.13
27513, 0.04
27514, 0.98
27515, 0.52
27516, 0.67
27517, 0.67
27518, 0.51
27519, 0.89
27520, 0.93
27521, 0.49
27522, 0.20
27523, 0.28
27524, 0.37
27525, 0.18
27526, 0.16
27527, 0.95
27528, 0.92
27529, 0.73
27530, 0.72
27531, 0.37
27532, 0.34
27533, 0.60
27534, 0.69
27535, 0.80
27536, 0.77
27537, 0.14
27538, 0.75
27539, 0.74
27540, 0.93
27541, 0.38
27542, 0.30
27543, 0.54
27544, 0.43
27545, 0.05
27546, 0.04
27547, 0.32
27548, 0.85
27549, 0.13
27550, 0.41
27551, 0.27
27552, 0.67
27553, 0.69
27554, 0.05
27555, 0.94
27556, 0.80
27557, 0.98
27558, 0.44
27559, 0.16
27560, 0.66
27561, 0.24
27562, 0.44
27563, 0.63
27564, 0.53
27565, 0.73
27566, 0.64
27567, 0.09
27568, 0.88
27569, 0.76
27570, 0.50
27571, 0.58
27572, 0.36
27573, 0.31
27574, 0.08
27575, 0.31
27576, 0.57
27577, 0.85
27578, 0.53
27579, 0.11
27580, 0.17
27581, 0.11
27582, 0.49
27583, 0.09
27584, 0.99
27585, 0.91
27586, 0.15
27587, 0.79
27588, 0.58
27589, 0.67
27590, 0.50
27591, 0.26
27592, 0.99
27593, 0.42
27594, 0.29
27595, 0.54
27596, 0.39
27597, 0.70
27598, 0.98
27599, 0.58
27600, 0.89
27601, 0.41
27602, 0.33
27603, 0.12
27604, 0.75
27605, 0.20
27606, 0.18
27607, 0.28
27608, 0.71
27609, 0.12
27610, 0.14
27611, 0.11
27612, 0.93
27613, 0.12
27614, 0.43
27615, 0.54
27616, 0.08
27617, 0.81
27618, 0.46
27619, 0.09
27620, 0.22
27621, 0.10
27622, 0.11
27623, 0.96
27624, 0.79
27625, 0.82
27626, 0.45
27627, 0.16
27628, 0.10
27629, 0.88
27630, 0.07
27631, 0.64
27632, 0.45
27633, 0.12
27634, 0.65
27635, 0.92
27636, 0.64
27637, 0.15
27638, 0.14
27639, 0.93
27640, 0.82
27641, 0.90
27642, 0.60
27643, 0.81
27644, 0.23
27645, 0.24
27646, 0.87
27647, 0.98
27648, 0.49
27649, 0.96
27650, 0.35
27651, 0.49
27652, 0.43
27653, 1.00
27654, 0.40
27655, 0.15
27656, 0.75
27657, 0.57
27658, 0.46
27659, 0.71
27660, 0.54
27661, 0.22
27662, 0.77
27663, 0.30
27664, 0.96
27665, 0.02
27666, 0.54
27667, 0.12
27668, 0.08
27669, 0.52
27670, 0.77
27671, 0.35
27672, 0.56
27673, 0.70
27674, 0.92
27675, 0.77
27676, 0.92
27677, 0.40
27678, 0.12
27679, 0.30
27680, 0.03
27681, 0.13
27682, 0.32
27683, 0.95
27684, 0.21
27685, 0.79
27686, 0.36
27687, 0.07
27688, 0.12
27689, 0.69
27690, 0.31
27691, 0.35
27692, 0.49
27693, 0.13
27694, 0.47
27695, 0.15
27696, 0.33
27697, 0.06
27698, 0.15
27699, 0.52
27700, 0.23
27701, 0.96
27702, 0.33
27703, 0.38
27704, 0.51
27705, 0.17
27706, 0.39
27707, 0.65
27708, 0.77
27709, 0.17
27710, 0.94
27711, 0.51
27712, 0.36
27713, 0.39
27714, 0.18
27715, 0.05
27716, 0.80
27717, 0.02
27718, 0.12
27719, 0.41
27720, 0.43
27721, 0.69
27722, 0.47
27723, 0.25
27724, 0.10
27725, 0.03
27726, 0.82
27727, 0.60
27728, 0.34
27729, 0.69
27730, 0.56
27731, 0.94
27732, 0.87
27733, 0.78
27734, 0.99
27735, 0.53
27736, 0.94
27737, 0.31
27738, 0.57
27739, 0.32
27740, 0.17
27741, 0.78
27742, 0.71
27743, 0.52
27744, 0.65
27745, 0.75
27746, 0.73
27747, 0.15
27748, 0.05
27749, 0.21
27750, 0.82
27751, 0.93
27752, 0.11
27753, 0.55
27754, 0.89
27755, 0.10
27756, 0.63
27757, 0.83
27758, 0.36
27759, 0.82
27760, 0.13
27761, 0.60
27762, 0.40
27763, 0.71
27764, 0.94
27765, 0.05
27766, 0.03
27767, 0.92
27768, 0.96
27769, 0.90
27770, 0.43
27771, 0.39
27772, 0.47
27773, 0.08
27774, 0.85
27775, 0.63
27776, 0.80
27777, 0.81
27778, 0.62
27779, 0.19
27780, 0.18
27781, 0.65
27782, 0.59
27783, 0.79
27784, 0.00
27785, 0.68
27786, 0.12
27787, 0.66
27788, 0.51
27789, 0.25
27790, 0.14
27791, 0.37
27792, 1.00
27793, 0.23
27794, 0.80
27795, 0.97
27796, 0.76
27797, 0.18
27798, 0.68
27799, 0.28
27800, 0.94
27801, 0.80
27802, 0.33
27803, 0.24
27804, 0.03
27805, 0.72
27806, 0.68
27807, 0.81
27808, 0.06
27809, 0.33
27810, 0.86
27811, 0.68
27812, 0.85
27813, 0.43
27814, 0.91
27815, 0.15
27816, 0.29
27817, 0.69
27818, 0.01
27819, 0.86
27820, 0.71
27821, 0.01
27822, 0.51
27823, 0.06
27824, 0.27
27825, 0.60
27826, 0.28
27827, 0.09
27828, 0.06
27829, 0.60
27830, 0.84
27831, 0.45
27832, 0.46
27833, 0.93
27834, 0.52
27835, 0.94
27836, 0.23
27837, 0.72
27838, 0.67
27839, 0.57
27840, 0.85
27841, 0.35
27842, 0.44
27843, 0.53
27844, 0.01
27845, 0.44
27846, 0.04
27847, 0.72
27848, 0.81
27849, 0.71
27850, 0.61
27851, 0.69
27852, 0.20
27853, 0.61
27854, 0.72
27855, 0.79
27856, 0.28
27857, 0.21
27858, 0.69
27859, 0.95
27860, 0.97
27861, 0.47
27862, 0.95
27863, 0.59
27864, 0.03
27865, 0.23
27866, 0.20
27867, 0.16
27868, 0.96
27869, 0.65
27870, 0.10
27871, 0.11
27872, 0.36
27873, 0.49
27874, 0.51
27875, 0.49
27876, 0.90
27877, 0.88
27878, 0.16
27879, 0.22
27880, 0.92
27881, 0.50
27882, 0.46
27883, 0.66
27884, 0.97
27885, 0.51
27886, 0.20
27887, 0.43
27888, 0.66
27889, 0.83
27890, 0.94
27891, 0.72
27892, 0.54
27893, 0.10
27894, 0.74
27895, 0.87
27896, 0.00
27897, 0.87
27898, 0.06
27899, 0.74
27900, 0.91
27901, 0.17
27902, 0.48
27903, 0.91
27904, 0.89
27905, 0.84
27906, 0.49
27907, 0.65
27908, 0.64
27909, 0.19
27910, 0.31
27911, 0.81
27912, 0.56
27913, 0.64
27914, 0.32
27915, 0.27
27916, 0.64
27917, 0.76
27918, 0.24
27919, 0.25
27920, 0.55
27921, 0.48
27922, 0.60
27923, 0.62
27924, 0.69
27925, 0.22
27926, 0.79
27927, 0.03
27928, 0.01
27929, 0.58
27930, 0.10
27931, 0.55
27932, 0.76
27933, 0.36
27934, 0.35
27935, 0.67
27936, 0.36
27937, 0.83
27938, 0.68
27939, 0.76
27940, 0.20
27941, 0.69
27942, 0.67
27943, 0.79
27944, 0.61
27945, 0.98
27946, 0.87
27947, 0.92
27948, 0.59
27949, 0.15
27950, 0.12
27951, 0.73
27952, 0.72
27953, 0.01
27954, 0.04
27955, 0.48
27956, 0.15
27957, 0.18
27958, 0.16
27959, 0.58
27960, 0.96
27961, 0.79
27962, 0.45
27963, 0.19
27964, 0.35
27965, 0.89
27966, 0.24
27967, 0.39
27968, 0.71
27969, 0.27
27970, 0.99
27971, 0.87
27972, 0.72
27973, 0.18
27974, 0.41
27975, 0.64
27976, 0.68
27977, 0.18
27978, 0.41
27979, 0.22
27980, 0.14
27981, 0.96
27982, 0.69
27983, 0.42
27984, 0.02
27985, 0.81
27986, 0.57
27987, 0.04
27988, 0.64
27989, 0.02
27990, 0.93
27991, 0.47
27992, 0.05
27993, 0.81
27994, 0.04
27995, 0.69
27996, 0.85
27997, 0.44
27998, 0.92
27999, 0.98
28000, 0.08
28001, 0.30
28002, 0.55
28003, 0.87
28004, 0.70
28005, 0.98
28006, 0.52
28007, 0.09
28008, 0.45
28009, 0.55
28010, 0.14
28011, 0.91
28012, 0.52
28013, 0.38
28014, 0.76
28015, 0.32
28016, 0.12
28017, 0.67
28018, 0.26
28019, 0.61
28020, 0.51
28021, 0.41
28022, 0.31
28023, 0.36
28024, 0.62
28025, 0.13
28026, 0.65
28027, 0.31
28028, 0.73
28029, 0.19
28030, 0.93
28031, 0.88
28032, 0.49
28033, 0.77
28034, 0.19
28035, 0.85
28036, 0.49
28037, 0.30
28038, 0.56
28039, 0.31
28040, 0.68
28041, 0.23
28042, 0.18
28043, 0.17
28044, 0.26
28045, 0.31
28046, 0.76
28047, 0.14
28048, 0.67
28049, 0.64
28050, 0.28
28051, 0.82
28052, 0.43
28053, 0.30
28054, 0.86
28055, 0.42
28056, 0.29
28057, 0.72
28058, 0.20
28059, 0.52
28060, 0.36
28061, 0.02
28062, 0.49
28063, 0.08
28064, 0.93
28065, 0.30
28066, 0.08
28067, 0.64
28068, 0.39
28069, 0.89
28070, 0.18
28071, 0.15
28072, 0.58
28073, 0.23
28074, 0.96
28075, 0.30
28076, 0.28
28077, 0.34
28078, 0.99
28079, 0.54
28080, 0.78
28081, 0.98
28082, 0.09
28083, 0.97
28084, 0.23
28085, 0.18
28086, 0.78
28087, 0.93
28088, 0.14
28089, 0.94
28090, 0.79
28091, 0.80
28092, 0.25
28093, 0.07
28094, 0.68
28095, 0.51
28096, 0.90
28097, 0.33
28098, 0.48
28099, 0.27
28100, 0.47
28101, 0.12
28102, 0.88
28103, 0.30
28104, 0.08
28105, 0.55
28106, 0.36
28107, 0.27
28108, 0.28
28109, 0.53
28110, 0.74
28111, 0.23
28112, 0.20
28113, 0.69
28114, 0.68
28115, 0.79
28116, 0.67
28117, 0.14
28118, 0.31
28119, 0.12
28120, 0.72
28121, 0.47
28122, 0.87
28123, 0.32
28124, 1.00
28125, 0.04
28126, 0.24
28127, 0.56
28128, 0.31
28129, 0.71
28130, 0.75
28131, 0.24
28132, 0.01
28133, 0.32
28134, 0.10
28135, 0.36
28136, 0.75
28137, 0.18
28138, 0.37
28139, 0.44
28140, 0.33
28141, 0.46
28142, 0.37
28143, 0.47
28144, 0.94
28145, 0.22
28146, 0.49
28147, 0.72
28148, 0.53
28149, 0.72
28150, 0.79
28151, 0.69
28152, 0.99
28153, 0.19
28154, 0.20
28155, 0.08
28156, 0.76
28157, 0.27
28158, 0.83
28159, 0.77
28160, 0.66
28161, 0.00
28162, 0.39
28163, 0.99
28164, 0.13
28165, 0.47
28166, 0.43
28167, 0.81
28168, 0.80
28169, 0.13
28170, 0.42
28171, 0.16
28172, 0.60
28173, 0.30
28174, 0.03
28175, 0.88
28176, 0.01
28177, 0.26
28178, 0.12
28179, 0.63
28180, 0.82
28181, 0.96
28182, 0.35
28183, 0.86
28184, 0.07
28185, 0.70
28186, 0.08
28187, 0.53
28188, 0.21
28189, 0.37
28190, 0.64
28191, 0.02
28192, 0.52
28193, 0.36
28194, 0.64
28195, 0.51
28196, 0.41
28197, 0.16
28198, 0.05
28199, 0.79
28200, 0.70
28201, 0.75
28202, 0.39
28203, 0.94
28204, 0.90
28205, 0.52
28206, 0.05
28207, 0.21
28208, 0.91
28209, 0.43
28210, 0.63
28211, 0.29
28212, 0.01
28213, 0.38
28214, 0.19
28215, 0.61
28216, 0.08
28217, 0.87
28218, 0.74
28219, 0.88
28220, 1.00
28221, 0.99
28222, 0.75
28223, 0.19
28224, 0.72
28225, 0.16
28226, 0.69
28227, 0.49
28228, 0.87
28229, 0.48
28230, 0.97
28231, 0.01
28232, 0.21
28233, 0.21
28234, 0.80
28235, 0.86
28236, 0.03
28237, 0.94
28238, 0.77
28239, 0.16
28240, 0.60
28241, 0.16
28242, 0.21
28243, 0.13
28244, 0.32
28245, 0.76
28246, 0.19
28247, 0.96
28248, 0.02
28249, 0.73
28250, 0.58
28251, 0.28
28252, 0.60
28253, 0.91
28254, 0.09
28255, 0.85
28256, 0.09
28257, 0.12
28258, 0.63
28259, 0.23
28260, 0.34
28261, 0.38
28262, 0.15
28263, 0.60
28264, 0.38
28265, 0.44
28266, 0.83
28267, 0.67
28268, 0.45
28269, 0.82
28270, 0.35
28271, 0.67
28272, 0.54
28273, 0.70
28274, 0.54
28275, 0.14
28276, 0.16
28277, 0.71
28278, 0.72
28279, 0.66
28280, 0.03
28281, 0.44
28282, 0.11
28283, 0.91
28284, 0.72
28285, 0.77
28286, 0.80
28287, 0.16
28288, 0.79
28289, 0.76
28290, 0.81
28291, 0.61
28292, 0.19
28293, 0.92
28294, 0.86
28295, 0.58
28296, 0.23
28297, 0.15
28298, 0.05
28299, 0.41
28300, 0.52
28301, 0.35
28302, 0.62
28303, 0.82
28304, 0.75
28305, 0.01
28306, 0.59
28307, 0.95
28308, 0.78
28309, 0.76
28310, 0.59
28311, 0.18
28312, 0.88
28313, 0.05
28314, 0.93
28315, 0.03
28316, 0.89
28317, 0.12
28318, 0.63
28319, 0.56
28320, 0.36
28321, 0.19
28322, 0.55
28323, 0.99
28324, 0.94
28325, 0.72
28326, 0.06
28327, 0.39
28328, 0.98
28329, 0.21
28330, 0.97
28331, 0.96
28332, 0.53
28333, 0.06
28334, 0.02
28335, 0.08
28336, 0.51
28337, 0.01
28338, 0.19
28339, 0.09
28340, 0.53
28341, 0.64
28342, 0.42
28343, 0.79
28344, 0.31
28345, 0.79
28346, 0.16
28347, 0.43
28348, 0.46
28349, 0.35
28350, 0.62
28351, 0.72
28352, 0.52
28353, 0.03
28354, 0.64
28355, 0.38
28356, 0.07
28357, 0.90
28358, 0.77
28359, 0.59
28360, 0.48
28361, 0.30
28362, 0.50
28363, 0.58
28364, 0.67
28365, 0.57
28366, 0.72
28367, 0.94
28368, 0.94
28369, 0.18
28370, 0.21
28371, 0.84
28372, 0.63
28373, 0.71
28374, 0.18
28375, 0.88
28376, 0.26
28377, 0.20
28378, 0.50
28379, 0.28
28380, 0.71
28381, 0.31
28382, 0.43
28383, 0.44
28384, 0.67
28385, 0.81
28386, 0.00
28387, 0.50
28388, 0.88
28389, 0.51
28390, 0.16
28391, 0.49
28392, 0.10
28393, 0.59
28394, 0.27
28395, 0.27
28396, 0.04
28397, 0.10
28398, 0.05
28399, 0.22
28400, 0.54
28401, 0.10
28402, 0.06
28403, 0.44
28404, 0.55
28405, 0.96
28406, 0.36
28407, 0.75
28408, 0.97
28409, 0.55
28410, 0.87
28411, 0.95
28412, 0.25
28413, 0.67
28414, 0.72
28415, 0.31
28416, 0.28
28417, 0.76
28418, 0.32
28419, 0.77
28420, 0.58
28421, 0.34
28422, 0.16
28423, 0.11
28424, 0.60
28425, 0.01
28426, 0.90
28427, 0.16
28428, 0.12
28429, 0.40
28430, 0.69
28431, 0.18
28432, 0.31
28433, 0.32
28434, 0.97
28435, 0.25
28436, 0.77
28437, 0.43
28438, 0.11
28439, 0.89
28440, 0.67
28441, 0.57
28442, 0.25
28443, 0.66
28444, 0.75
28445, 0.65
28446, 0.72
28447, 0.50
28448, 0.70
28449, 0.59
28450, 0.08
28451, 0.24
28452, 0.22
28453, 0.52
28454, 0.31
28455, 0.60
28456, 0.34
28457, 0.17
28458, 0.92
28459, 0.96
28460, 0.77
28461, 0.56
28462, 0.37
28463, 0.42
28464, 0.71
28465, 0.14
28466, 0.77
28467, 0.04
28468, 0.96
28469, 0.69
28470, 0.44
28471, 0.22
28472, 0.36
28473, 0.85
28474, 0.75
28475, 0.36
28476, 0.34
28477, 0.20
28478, 0.82
28479, 0.13
28480, 0.40
28481, 0.25
28482, 0.44
28483, 0.61
28484, 0.57
28485, 0.27
28486, 0.69
28487, 0.62
28488, 0.47
28489, 0.92
28490, 0.94
28491, 0.32
28492, 0.60
28493, 0.92
28494, 0.73
28495, 0.46
28496, 0.02
28497, 0.97
28498, 0.01
28499, 0.04
28500, 0.48
28501, 0.29
28502, 0.77
28503, 0.70
28504, 0.08
28505, 0.77
28506, 0.74
28507, 0.21
28508, 0.72
28509, 0.99
28510, 0.43
28511, 0.59
28512, 0.90
28513, 0.67
28514, 0.21
28515, 0.95
28516, 0.14
28517, 0.63
28518, 0.94
28519, 0.46
28520, 0.28
28521, 0.68
28522, 0.48
28523, 0.09
28524, 0.03
28525, 0.41
28526, 0.41
28527, 0.64
28528, 0.64
28529, 0.13
28530, 0.86
28531, 0.58
28532, 0.17
28533, 0.99
28534, 0.76
28535, 0.73
28536, 0.84
28537, 0.74
28538, 0.11
28539, 0.44
28540, 0.43
28541, 0.63
28542, 0.04
28543, 0.27
28544, 0.52
28545, 0.21
28546, 0.10
28547, 0.39
28548, 0.57
28549, 0.27
28550, 0.66
28551, 0.40
28552, 0.09
28553, 0.57
28554, 0.18
28555, 0.32
28556, 0.78
28557, 0.03
28558, 0.82
28559, 0.88
28560, 0.43
28561, 0.45
28562, 0.56
28563, 0.06
28564, 0.93
28565, 0.59
28566, 0.95
28567, 0.60
28568, 0.51
28569, 0.25
28570, 0.66
28571, 0.18
28572, 0.40
28573, 0.58
28574, 0.40
28575, 0.77
28576, 0.71
28577, 0.33
28578, 0.28
28579, 0.45
28580, 0.71
28581, 0.58
28582, 0.68
28583, 0.04
28584, 0.38
28585, 0.42
28586, 0.26
28587, 0.09
28588, 0.56
28589, 0.54
28590, 0.86
28591, 0.58
28592, 0.32
28593, 0.17
28594, 0.67
28595, 0.31
